key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-169523717,"Analyzing rural drinking water services for district planning in        Maharashtra, India",2020,2,,WATER POLICY,1366-7017,22,1,37-51,"Singh, R and Brahmankar, R and Murty, JVR and Verma, P and Wescoat, JL and Singh, Ranu and Brahmankar, Rahul and Murty, J. V. R. and Verma, Piyush and Wescoat, James L., Jr.",,English,IWA PUBLISHING,"ALLIANCE HOUSE, 12 CAXTON ST, LONDON SW1H0QS, ENGLAND","India has made good progress toward meeting basic standards of access to safe drinking water, but improved planning methods are needed to prioritize different levels and types of water service needs for public investment. This paper presents a planning approach for collecting, analyzing, and mapping drinking water service data at the village, block, and district levels in Pune district, Maharashtra, India. The planning approach created a mobile application for data collection by gram sevaks at the village level. It employed ranking methods developed with district officers to prioritize villages with the greatest needs, cluster analysis to distinguish different types of needs, and geographic information system (GIS) mapping to visualize the spatial distribution of those needs. This analysis shows that there are high levels of spatial heterogeneity in water services within, as well as between, blocks but also that there are broad patterns of priorities for planning and policy purposes. These priorities include water service needs in the Western Ghats, a combination of water source and service needs in dissected plateau lands, source strengthening in the eastern plains, and local hot spots in peri-urban areas. Based on this Pune district case study, the Government of Maharashtra is testing the approach in five additional districts.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Outros",,CLUSTER;India;Drinking,,
rayyan-169523718,Unsustainable trade-offs: provisioning ecosystem services in rapidly        changing Likangala River catchment in southern Malawi,2020,2,,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,1387-585X,22,2,1145-1164,"Pullanikkatil, D and Mograbi, PJ and Palamuleni, L and Ruhiiga, T and Shackleton, C and Pullanikkatil, Deepa and Mograbi, Penelope J. and Palamuleni, Lobina and Ruhiiga, Tabukeli and Shackleton, Charlie",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Provisioning ecosystem services of the Likangala River Catchment in southern Malawi are important for livelihoods of those living there. Remote sensing, participatory mapping and focus group discussions were used to explore the spatio-temporal changes and trade-offs in land-cover change from 1984 to 2013, and how that affects provisioning ecosystem services in the area. Communities derive a number of provisioning ecosystem services from the catchment. Forty-eight species of edible wild animals (including birds), 28 species of edible wild plants and fungi, 22 species of medicinal plants, construction materials, ornamental flowers, firewood, honey, gum, reeds and thatch/weaving grasses were derived from the catchment and used by local communities. These provisioning services are under threat from land-use change within two ""hot-spots"", Zomba Mountain and mouth of the river at Lake Chilwa. Zomba Mountain has experienced losses in forests and gains in shrublands, and Lake Chilwa area saw losses of forests, wetlands and shrublands due to increased areas under cultivation. Extrapolation of trends of land cover change in the catchment until 2023 revealed that forests and wetlands will occupy less than 2% of the catchment, while urban areas will grow to over 5% of catchment area. The main driver for land-use change is need for expansion of agricultural land for food production. Participatory mapping and focus group discussions point towards a decline in provisioning services in the catchment and spill-over effects to other catchments. This requires a holistic approach to address the drivers of land-use change for effective management of this ecosystem.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,LAND-COVER CHANGE;FOREST PRODUCTS;BIODIVERSITY;SPACE;CONSERVATION;LIVELIHOODS;CONSUMPTION;CHALLENGES;LANDSCAPE;RISK,,
rayyan-169523719,"Impact of urban expansion on the air pollution landscape: A case study        of Hanoi, Vietnam",2020,2,1,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,702,,,"Hien, PD and Menb, NT and Tan, PM and Hangartner, M and Hien, P. D. and Menb, N. T. and Tan, P. M. and Hangartner, M.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","The rapid urban expansion of Hanoi over the last few decades has transformed a lot of agricultural land into urban land uses accompanying pollution by traffic, industrial, and residential emission sources. In this work, the impact of urban expansion on the air pollution landscape has been assessed using the NO2 and SO2 ambient concentrations measured by passive diffusion samplers at 176 sites across the nine urban and the five peri-urban districts of Hanoi spanning an area of 921 km(2). The NO2 values ranged from 5.5 to 70 mu g m(3) with an arithmetic mean of 34.3 mu g m(3). The corresponding figures for SO2 are 1, 51, and 14.5 mu g m(3). The pollutant concentrations decrease from the city center outward, reflecting the history of urban expansion with the city fringe being urbanized in the 1980s and the peri-urban area having undergone development from the early 1990s. The pollution landscapes show elevated concentration levels in the recently built-up areas at 6, 10, and 21 km from the city center. The NO2 and SO2 digital maps generated from monitoring data by the kriging technique show numerous traffic and industrial emission hot spots in the peri-urban area. As revealed by the land use regression models, the factors driving the spatial variations of pollutant concentrations across the city include the population density, the road density, and the distances of the monitoring site to the urban center and the nearest roadway. (C) 2019 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,LAND-USE REGRESSION;NITROGEN-DIOXIDE;NO2;SO2;Vietnam,,
rayyan-169523720,Crime Geosurveillance in Microscale Urban Environments: NetSurveillance,2020,9,2,ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,2469-4452,110,5,1386-1406,"Shiode, S and Shiode, N and Shiode, Shino and Shiode, Narushige",,English,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","Events and phenomena such as crime incidents and outbreak of an epidemic tend to form concentrations of high risk known as hotspots. Geosurveillance is an increasingly popular notion for detecting and monitoring the emergence of and changes in hotspots. Yet the existing range of methods is not designed to accurately detect emerging risks at the microscale of street address level. This study proposes NetSurveillance, a method for monitoring the emergence of significant concentrations of events along the intricate network of urban streets. Through a simulation test, the study demonstrates the high accuracy of NetSurveillance in detecting such clusters, outperforming its conventional counterpart conclusively when applied at the individual street address level. Empirical analysis of drug incidents from Chicago also illustrates its capacity to identify rapid outbursts of crimes as well as a more gradual buildup of such a concentration, and their disappearance, either as a one-off or as part of a recurrent hotbed.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Seguranca Pública",,HOT-SPOTS;TIME SURVEILLANCE;STREET;DISEASE;LEVEL;CLUSTERS;MODEL;CRIMINOLOGY;PATTERNS;PLACES;Crime,,
rayyan-169523721,Distribution of tourists within urban heritage destinations: a hot        spot/cold spot analysis of TripAdvisor data as support for destination        management,2020,1,17,CURRENT ISSUES IN TOURISM,1368-3500,23,2,175-196,"van der Zee, E and Bertocchi, D and Vanneste, D and van der Zee, Egbert and Bertocchi, Dario and Vanneste, Dominique",,English,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","The emergence of social media and Web 2.0 has a notable impact upon the tasks of destination managers as these platforms have developed into influential mechanisms affecting tourist behaviour. This paper shows how Destination Management Organizations (DMOs) can reap the benefits of the Web 2.0 revolution as it serves as an important source of user-generated information, bringing novel opportunities for data-driven destination management. To test the applicability of user-generated content for destination management, this paper analyses restaurant reviews from five Flemish art cities which were retrieved from the Web 2.0 platform TripAdvisor. Getis-Ord hot spot analysis revealed spatial clusters of frequently ('hot spots') and rarely ('cold spots') reviewed restaurants in four out of the five art cities. By comparing these spatial patterns, the digital footprints of tourists were uncovered and discussed with DMO directors. Found patterns appeared to reflect local policies aimed either at concentrating tourism, as in Bruges, the city with the most prominent hot spot, or spreading tourism over time and space as seen in Antwerp and Ghent where less prominent hot spots were present. The visualization proved to be a valuable input when discussing tourism management and fuelled the sharing of knowledge between the destinations.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Outros,Economia",,SOCIAL MEDIA;QUALITY;ASSOCIATION;HOSPITALITY;PERSPECTIVE;MOVEMENTS;ANALYTICS;NETWORKS;CITIES,,
rayyan-169523722,"Assessment of Point-Based Fragmentation Using Geospatial Technology and        Markov Chain Analysis: A Case Study of Kamrup Districts (Rural and        Metro), Assam, India",2020,5,,JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING,0255-660X,48,5,729-750,"Imchen, Z and Chowdhury, P and Mukherjee, AB and Mipun, BS and Imchen, Zulotoshi and Chowdhury, Parishmita and Mukherjee, Alok Bhushan and Mipun, Bijay Singh",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES","This study aims to demonstrate the utility of Markov chain analysis and geospatial technology to assess point-based fragmentation. It has been observed that unprecedented urbanization is primarily responsible for abrupt changes in the land system of cities.Such abrupt changes may lead to fragmentation of urban landscape and its neighbourhood areas. Generally, fragmentation begins with point locations and may convert into line- and polygon-based fragmentations. This is necessary to understand that fragmentation has negative consequences on the habitat suitability and ecosystem of a city. Consequently, this may also affect the environment in the context of sustainability. Hence, the present work proposes a framework to identify the possible hot spots of point-based fragmentation. This may help in containing landscape fragmentation. It begins with identification of zones which are more vulnerable to fragmentation using Markov chain analysis. Next, the zone-based vulnerability analysis has been downscaled to point-based fragmentation using block statistics-based spatial overlay operation. Results of the proposed framework have been validated through field survey. It has been found that landscape is fragmenting in the identified hot spots by the proposed framework. Effective measures for containing point-based fragmentation in these places may be adopted to avoid the conversion of point-based fragmentation into either line-based or polygon-based fragmentation.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,LANDSCAPE FRAGMENTATION;CONSERVATION;HABITAT;MODEL;India;Markov Chains,,
rayyan-169523723,Assessing the Spatial Concentration of Urban Crime: An Insight from        Nigeria,,,,JOURNAL OF QUANTITATIVE CRIMINOLOGY,0748-4518,,,,"Umar, F and Johnson, SD and Cheshire, JA and Umar, Faisal and Johnson, Shane D. and Cheshire, James A.",,English,SPRINGER/PLENUM PUBLISHERS,"233 SPRING ST, NEW YORK, NY 10013 USA","Objective Research demonstrates that crime is concentrated. This finding is so consistent that David Weisburd refers to this as the ""law of crime concentration at place"". However, most research on crime concentration has been conducted in the US or European cities and has used secondary data sources. In this study, we examine whether the law of crime concentration applies in the context of sub-Saharan Africa using primary data. Methods A crime victimization survey was used to collect data in the city of Kaduna (Nigeria). Using these data, the concentration of crime (breaking-and-entering and domestic theft) was examined at the household, street segment, and neighborhood levels. Specifically, variants of a Lorenz curve and the Gini index (GI) were used to examine whether crime concentrates at these different spatial scales and if such concentration reflects anything beyond the spatial distribution of opportunity for these types of offenses. Results Crime was found to concentrate at all spatial scales, and having accounted for expectation, given the distribution of opportunity, crime was most concentrated at the household level, closely followed by street segments. It was relatively less concentrated at the neighborhood level. Conclusion The current study extends previous research in a number of ways. It shows that the law of crime concentration at place applies in a very different context to most previous work. Unlike previous studies, we use primary data collected specifically to test the law, avoiding problems associated with the dark figure of crime. Moreover, the findings persist after accounting for crime opportunity.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Seguranca Pública",,STREET BLOCKS;HOT-SPOTS;PATTERNS;PLACES;DISORDER;LAW;TRAJECTORIES;CRIMINOLOGY;CITY;Crime;Nigeria,,
rayyan-169523724,The Scientific Cooperation Network of Chinese Scientists and Its        Proximity Mechanism,2020,1,2,SUSTAINABILITY,,12,2,,"Shi, WT and Yang, WL and Du, DB and Shi, Wentian and Yang, Wenlong and Du, Debin",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","The collaboration of scientists is important for promoting the scientific development and technological progress of a country, and even of the world. Based on the cooperation data of academicians of the Chinese Academy of Sciences (CAS) in the China National Knowledge Infrastructure (CNKI), we portray the scientific cooperation network of Chinese scientists using Pajek, Gephi, ArcGIS, and other software, and the complexity of the scientific cooperation network of Chinese scientists and its proximity mechanism are explored by combining complex network analysis, spatial statistical analysis, and negative binomial regression models. Our main conclusions are as follows: (1) In terms of network structure, the scientific cooperation network of Chinese scientists has a multi-triangular skeleton, with Beijing as its apex. The network has an obvious hierarchical structure. Beijing and Shanghai are located in the core area, and 16 cities are located in the semi-periphery of the network, while other cities are located at the periphery of the network. (2) In terms of spatial distribution, the regional imbalance of the scientific cooperation of Chinese scientists is obvious. Beijing-Tianjin-Hebei, the Yangtze River Delta, and the central-south region of Liaoning are hot spots for the scientific research activities of Chinese scientists. (3) The negative binomial regression model accurately explains the proximity mechanism of the scientific cooperation network of Chinese scientists. The geographical proximity positively affects the scientific cooperation of Chinese scientists under certain conditions. The educational proximity is the primary consideration for scientists to cooperate in scientific research. The closer the educational level of the cities, the greater the cooperation. Economic and social proximity can promote scientific cooperation among scientists, whereas institutional proximity negatively and significantly affects scientific cooperation.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Discussão",,INTERNATIONAL COLLABORATION;INSTITUTIONAL PROXIMITY;KNOWLEDGE FLOWS;INNOVATION;SCIENCE,,
rayyan-169523725,"Reconstruction and Pattern Analysis of Historical Urbanization of        Pre-Modern China in the 1910s Using Topographic Maps and the GIS-ESDA        Model: A Case Study in Zhejiang Province, China",2020,1,2,SUSTAINABILITY,,12,2,,"Wan, ZW and Chen, X and Ju, M and Ling, CH and Liu, GX and Liao, FQ and Jia, YL and Jiang, MX and Wan, Zhiwei and Chen, Xi and Ju, Min and Ling, Chaohao and Liu, Guangxu and Liao, Fuqiang and Jia, Yulian and Jiang, Meixin",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","The pattern of urban land use and the level of urbanization in China's pre-modernization period are of great significance for land use and land cover change (LUCC) research. The purpose of this study is to construct a 1910s spatial dataset of provincial land urbanization in pre-modern China. Using historical topographic maps, this study quantitatively reconstructs the built-up area of various cities in Zhejiang Province in the 1910s. The research indicates that: (1) During the early period of the Republic of China, there were a total of 252 cities and towns in Zhejiang Province, including 75 cities at or above the county level, 21 acropolis, and 156 towns. The total built-up area was 140.590 km(2). (2) The county-level urbanization level had significant agglomeration characteristics. The overall urbanization rate of land was 0.135%. (3) Hot spots analysis showed that the Hang-Jia-Hu-Shao plain is hot spot. (4) The correlation coefficient between the city wall perimeter data recorded in the local chronicles and the measured city wall perimeter was 0.908. The research showed that the military topographic maps possessed a good application prospect for the reconstruction of urbanization levels. The research results provide direct evidence for urbanization and urban land use in China's pre-modernization period.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Discussão",,LAND-COVER CHANGES;SPATIALLY EXPLICIT;URBAN;EVOLUTION;NETWORK;FORM;AREA;China,,
rayyan-169523726,"Spatiotemporal Epidemiology of Varicella in Chongqing, China, 2014-2018",2020,1,2,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,17,2,,"Zhu, H and Zhao, H and Ou, R and Zeng, Q and Hu, L and Qiu, HF and Sharma, M and Ye, ML and Zhu, Hua and Zhao, Han and Ou, Rong and Zeng, Qing and Hu, Ling and Qiu, Hongfang and Sharma, Manoj and Ye, Mengliang",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Although immunization against varicella using vaccines has been proven to be significant and effective in the past decades, varicella remains a major public health concern for many developing countries. Varicella vaccination has not been introduced into routine immunization programs in China, and varicella outbreaks have continued to occur. Taking the city of Chongqing, which has a high prevalence of varicella, as an example, this study explored the spatiotemporal epidemiology of varicella. Based on the reported data of varicella cases from 1 January 2014 to 31 December 2018 in Chongqing, hot spots and space-time clusters of varicella were identified using spatial autocorrelation analysis and scan statistics. Within this period, a total of 112,273 varicella cases were reported in Chongqing (average annual incidence: 73.44 per 100,000), including one death. The incidence of varicella showed an increasing trend with significant seasonal peaks, which occurred during April to July and October to January of the following year. The total ratio of male to female patients affected was 1.10:1. Children under the age of 15 and students accounted for the majority of the patient population. The hotspots detected through local spatial autocorrelation analysis, and the most likely clusters identified by scan analysis, were primarily in the main urban districts of Chongqing. The secondary clusters were mostly detected in northeast and southwest Chongqing. There were obvious spatial dependence and spatiotemporal clustering characteristics of varicella in Chongqing from 2014 to 2018. High-risk districts, populations, and peak periods were found in this study, which could be helpful in implementing varicella prevention and control programs, and in adjusting vaccination strategies for the varicella vaccine based on actual conditions.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Saúde Pública",,ZOSTER-VIRUS;HERPES-ZOSTER;VACCINATION;POPULATION;CHILDREN;IMPACT;China;Chickenpox,,
rayyan-169523727,The spatial distribution of retail outlets in Urumqi: The application of        points of interest,2020,1,,OPEN GEOSCIENCES,2391-5447,12,1,1541-1556,"Zhao, YN and Zhang, L and Zhang, XH and Zhao Yannan and Zhang Lu and Zhang Xinhuan",,English,DE GRUYTER POLAND SP Z O O,"BOGUMILA ZUGA 32A STR, 01-811 WARSAW, MAZOVIA, POLAND","Studies on the distribution of retail outlets are crucial for optimizing urban resource allocation, and their rationalized layout plays an important role in developing urban economies and meeting consumer demand. However, the literature on the subject has been limited by data collection. In the era of big data, there has been an emergence of geo-referenced data that are more accurate and convenient and thus more able to be applied in the retail analysis. This study addresses this lacuna by exploring the spatial distribution of various retail outlets with the application of points of interest. Our study demonstrates that (1) the retail outlets in Urumqi are concentrated in the inner city. The inner-city area has a higher density distribution of retail outlets, and the development of the retail function is more mature. (2) Various categories of retail outlets display dissimilar agglomeration characteristics and hot spots. Specialty stores, clothing and footwear stores, convenience stores, and home-building material markets have lower average nearest-neighbor distances. (3) The retail outlets in the subject area are directionally distributed in the northwest-southeast direction, which is the result of both the topographical condition and government intervention in Urumqi. (4) Various categories of retail outlets tend to agglomerate at different scales. These results are conducive to the exploration of the location rules and layout preferences of retail locations, and they provide a reference for guiding the adjustment and optimization of retail layouts.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Turismo",,STREET CENTRALITY;LOCATION;STORES;PATTERN;FACILITIES,,
rayyan-169523728,"Methods for integrating high-resolution land, climate, and        infrastructure scenarios in a hydrologic simulation model",2020,,,METHODSX,,7,,,"Nair, SS and McManamay, RA and Derolph, CR and Allen-Dumas, M and Nair, Sujithkumar Surendran and McManamay, Ryan A. and Derolph, Christopher R. and Allen-Dumas, Melissa",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Global alterations of the hydrologic cycle by humans have led to alarming rates of water shortages and irreversible ecosystem change. Our ability to manage water resources lies in accurately modeling water availability at scales meaningful to management. Although hydrologic models have been used to understand the implications of future climate and land cover change on regional water availability, many modeling approaches fail to integrate human infrastructures (HI) with bio-geophysical drivers to facilitate sustainable regional water resource management. This paper presents an integrated framework, inclusive of modeling and data needs, to quantify the effects of both bio-geophysical and HI influence on regional surface water hydrology. The framework enables the integration of high spatial and temporal anthropogenic alterations of water availability for identifying hot-spots and hot-moments of hydrological stresses within individual river-segments using a hydrologic simulation model, Soil and Water Analysis Tool (SWAT).        A high-resolution river network for the study region with a greater spatial granularity compared to contemporary SWAT applications attempted to account for HI.        The anthropogenic influence on water balance for each river segment was estimated using data on human infrastructures, such as water intakes, power production facilities, discharges, dams, and land transformation. (C) 2019 The Author(s). Published by Elsevier B.V.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,SHARED SOCIOECONOMIC PATHWAYS;PART 1;DECIDUOUS FOREST;WATER QUANTITY;CHANGE IMPACTS;SWAT MODEL;QUALITY;OPERATION;DROUGHT;CALIBRATION,,
rayyan-169523729,Spatial analysis of multidimensional poverty in Colombia: Applications        of the Unsatisfied Basic Needs (UBN) Index,2020,1,1,COGENT ECONOMICS & FINANCE,2332-2039,8,1,,"Turriago-Hoyos, A and Mateus, WAM and Thoene, U and Turriago-Hoyos, Alvaro and Martinez Mateus, William Andres and Thoene, Ulf",,English,TAYLOR & FRANCIS AS,"KARL JOHANS GATE 5, NO-0154 OSLO, NORWAY","This research article seeks to specify and measure the determinants of multidimensional poverty in Colombia using the Unsatisfied Basic Needs (UBN) Index based on information from the latest available 2005 population census applying a spatial econometric approach. An exploratory analysis of the spatial distribution of the UBN and a confirmatory analysis through spatial models are conducted using municipalities as the unit of analysis. This spatial analysis confirms diffusion effects of poverty between neighbouring municipalities, the existence of clusters and hot spots in the Pacific Choco region, the Caribbean Coast, and the southern region of the country. Within those clusters, we find high levels of unemployment, low levels of urban population, as well as a high proportion of ethnic minorities, and large size municipalities. This research contributes to public policymaking and the improvement of governance in the third largest Latin American country by population size and the region's fourth largest economy.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Outros",,ECONOMICS;Colombia,,
rayyan-169523730,Taxi High-Income Region Recommendation and Spatial Correlation Analysis,2020,,,IEEE ACCESS,2169-3536,8,,139529-139545,"Yuan, CW and Geng, XR and Mao, XH and Yuan, Changwei and Geng, Xinrui and Mao, Xinhua",,English,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Taxis provide essential transport services in urban areas. In the taxi industry, the income level remains a cause of concern for taxi drivers as well as regulators. Analyzing the variation trend of taxi operation efficiency indicators throughout the day, mining high-income orders hot-spots and high-income regions at different periods, will effectively improve the average hourly incomes (AHI) of drivers. This paper selects the order data for each day of holidays, working days, and non-working days through the taxi order dataset of October 2019 in Xi'an. Firstly, we analyze the variation trend of taxi operation efficiency indicators in the three days. We next divide the orders into four income levels based on the Natural Breaks accordingly. Then, we use Tyson polygon and mash map matching methods to visualize the high-income orders hot-spots and high-income regions. It is significantly to analyze and summarize the visualization results. Finally, we compute the Moran'I index to measure the spatial correlation between high-income orders regions and high-income regions. The results show that (1) the number and the spatial distribution of high-income orders hot-spots and high-income regions at different periods are different. (2) Some places are hot-spots, but neither high-income orders hot-spots nor high-income regions. (3) The high-income orders regions and high-income regions have a strong correlation in spatial distribution. This study provides suggestions and insights to taxi companies and taxi drivers to increase their average hourly income (AHI) and enhance the efficiency of the taxi industry.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Outros",,CABDRIVERS;BEHAVIOR,,
rayyan-169523731,Research on Urban Resident Activity Patterns and Hotspot Area Based on        GPS Floating Car Data,2020,,,IEEE ACCESS,2169-3536,8,,2694-2707,"Li, YF and Zuo, XQ and Yang, F and Li, Yongfa and Zuo, Xiaoqing and Yang, Fang",,English,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","With the rapid development of urbanization, the living standard has been improved on a continued basis for urban residents and their activities have become increasingly frequent. Therefore, it is of massive significance to study the hot spots of urban residents' activities and enforce effective planning and decision-making for urban and traffic departments. In this paper, the data is preprocessed in the first place. Then, the passengers' pick-up points and travel track points are extracted, and the statistical analysis method is employed to analyze the travel length and travel time of urban residents. Finally, an improved FCM algorithm is proposed. The conventional Fuzzy c-means (FCM) clustering algorithm is classed as a local optimal algorithm, and the number of clustering is made uncertain. In view of the shortcomings as mentioned above, an improved (FCM) clustering algorithm is suggested in this paper, which adopts adaptive distance norm and adds its own norm induction matrix to each cluster in order to ensure global optimization. The partition coefficient (PC), classification entropy (CE) and (XB) index are introduced to assist in determining the optimal number of clustering. According to the statistical analysis of GPS track data, the morning peak and evening peak in a day is 7:00-10:00 and 17:00-20:00, respectively. Cluster analysis is carried out for each time period and the whole day using the model proposed in this paper. The results show that the number of hot spots in each time period and the whole day is 12, 10, 8, 13, 13, respectively. The hot spots are distributed in the business center, office and residential areas, which are consistent with the actual situation. It shows that the model proposed in this paper can effectively and accurately mine the hot spots of urban residents' activities. It plays an important role in urban planning and commercial layout.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS,Interessante | RAYYAN-EXCLUSION-REASONS: Outros",,MAP-MATCHING ALGORITHMS;FCM,,
rayyan-169523732,A Bayesian spatial shared component model for identifying crime-general        and crime-specific hotspots,2020,,,ANNALS OF GIS,1947-5683,26,1,65-79,"Law, J and Quick, M and Jadavji, A and Law, Jane and Quick, Matthew and Jadavji, Afraaz",,English,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","The spatial patterning of crime hotspots provides place-based information for the design, allocation, and implementation of crime prevention policies and programmes. However, most spatial hotspot identification methods are univariate, analyse a single crime type, and do not consider if hotspots are shared amongst multiple crime types. This study applies a Bayesian spatial shared component model to identify crime-general and crime-specific hotspots for violent crime and property crime at the small-area scale. The spatial shared component model jointly analyzes both violent crime and property crime and separates the area-specific risks of each crime type into one shared component, which captures the underlying crime-general spatial pattern common to both crime types, and one type-specific component, which captures the crime-specific spatial pattern that diverges from the shared pattern. Crime-general and crime-specific hotspots are classified based on the posterior probability estimates of the shared and type-specific components, respectively. Results show that the crime-general pattern explains approximately 81% of the total variation of violent crime and 70% of the total variation of property crime. Crime-general hotspots are found to be more frequent than crime-specific hotspots, and property crime-specific hotspots are more frequent than violent crime-specific hotspots. Crime-general and crime-specific hotspots are areas that may be targeted with comprehensive initiatives designed for multiple crime types or specialized initiatives designed for a single crime type, respectively.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Seguranca Pública",,SOCIAL-DISORGANIZATION;VIOLENT CRIME;COLOCATION QUOTIENT;ROUTINE        ACTIVITIES;HOT-SPOTS;PATTERNS;NEIGHBORHOODS;ASSOCIATION;JOINT;RISK;Crime,,
